REF_DATE,GEO,Labour_force_characteristics,NAICS,Sex,VALUE
2010,Nova Scotia,Employment,Transportation and warehousing,Females,4.5
2010,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,9.3
2010,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,12.4
2010,Nova Scotia,Employment,"Professional, scientific and technical services",Males,12.3
2010,Nova Scotia,Employment,"Professional, scientific and technical services",Females,8.7
2010,Nova Scotia,Employment,Educational services,Males,10.9
2010,Nova Scotia,Employment,Educational services,Females,22.5
2010,Nova Scotia,Employment,Health care and social assistance,Males,12.4
2010,Nova Scotia,Employment,Health care and social assistance,Females,55.6
2010,Nova Scotia,Employment,"Information, culture and recreation",Males,10.3
2010,Nova Scotia,Employment,"Information, culture and recreation",Females,9.3
2010,New Brunswick,Employment,Goods-producing sector,Males,66.3
2010,New Brunswick,Employment,Goods-producing sector,Females,13.8
2010,New Brunswick,Employment,Construction,Males,27.4
2010,New Brunswick,Employment,Construction,Females,2.3
2010,New Brunswick,Employment,Manufacturing,Males,22.9
2010,New Brunswick,Employment,Manufacturing,Females,7.0
2010,New Brunswick,Employment,Services-producing sector,Males,116.7
2010,New Brunswick,Employment,Services-producing sector,Females,161.3
2010,New Brunswick,Employment,Transportation and warehousing,Males,13.6
2010,New Brunswick,Employment,Transportation and warehousing,Females,4.7
2010,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,5.8
2010,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,9.1
2010,New Brunswick,Employment,"Professional, scientific and technical services",Males,8.6
2010,New Brunswick,Employment,"Professional, scientific and technical services",Females,7.6
2010,New Brunswick,Employment,Educational services,Males,9.2
2010,New Brunswick,Employment,Educational services,Females,15.9
2010,New Brunswick,Employment,Health care and social assistance,Males,8.1
2010,New Brunswick,Employment,Health care and social assistance,Females,46.0
2010,New Brunswick,Employment,"Information, culture and recreation",Males,5.8
2010,New Brunswick,Employment,"Information, culture and recreation",Females,5.8
2010,Quebec,Employment,Goods-producing sector,Males,660.9
2010,Quebec,Employment,Goods-producing sector,Females,195.9
2010,Quebec,Employment,Construction,Males,209.4
2010,Quebec,Employment,Construction,Females,24.6
2010,Quebec,Employment,Manufacturing,Males,356.5
2010,Quebec,Employment,Manufacturing,Females,144.0
2010,Quebec,Employment,Services-producing sector,Males,1395.7
2010,Quebec,Employment,Services-producing sector,Females,1685.4
2010,Quebec,Employment,Transportation and warehousing,Males,126.6
2010,Quebec,Employment,Transportation and warehousing,Females,38.1
2010,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,98.2
2010,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,134.8
2010,Quebec,Employment,"Professional, scientific and technical services",Males,174.7
2010,Quebec,Employment,"Professional, scientific and technical services",Females,121.8
2010,Quebec,Employment,Educational services,Males,83.8
2010,Quebec,Employment,Educational services,Females,178.1
2010,Quebec,Employment,Health care and social assistance,Males,101.6
2010,Quebec,Employment,Health care and social assistance,Females,404.6
2010,Quebec,Employment,"Information, culture and recreation",Males,91.5
2010,Quebec,Employment,"Information, culture and recreation",Females,82.2
2010,Ontario,Employment,Goods-producing sector,Males,1067.5
2010,Ontario,Employment,Goods-producing sector,Females,313.1
2010,Ontario,Employment,Construction,Males,396.3
2010,Ontario,Employment,Construction,Females,45.3
2010,Ontario,Employment,Manufacturing,Males,543.2
2010,Ontario,Employment,Manufacturing,Females,220.3
2010,Ontario,Employment,Services-producing sector,Males,2296.2
2010,Ontario,Employment,Services-producing sector,Females,2861.1
2010,Ontario,Employment,Transportation and warehousing,Males,234.7
2010,Ontario,Employment,Transportation and warehousing,Females,76.6
2010,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,215.3
2010,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,265.4
2010,Ontario,Employment,"Professional, scientific and technical services",Males,288.7
2010,Ontario,Employment,"Professional, scientific and technical services",Females,223.2
2010,Ontario,Employment,Educational services,Males,150.7
2010,Ontario,Employment,Educational services,Females,305.7
2010,Ontario,Employment,Health care and social assistance,Males,121.6
2010,Ontario,Employment,Health care and social assistance,Females,608.3
2010,Ontario,Employment,"Information, culture and recreation",Males,168.3
2010,Ontario,Employment,"Information, culture and recreation",Females,151.4
2010,Manitoba,Employment,Goods-producing sector,Males,114.0
2010,Manitoba,Employment,Goods-producing sector,Females,25.7
2010,Manitoba,Employment,Construction,Males,36.3
2010,Manitoba,Employment,Construction,Females,3.7
2010,Manitoba,Employment,Manufacturing,Males,44.6
2010,Manitoba,Employment,Manufacturing,Females,14.5
2010,Manitoba,Employment,Services-producing sector,Males,208.7
2010,Manitoba,Employment,Services-producing sector,Females,260.5
2010,Manitoba,Employment,Transportation and warehousing,Males,28.8
2010,Manitoba,Employment,Transportation and warehousing,Females,6.7
2010,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,14.0
2010,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,20.5
2010,Manitoba,Employment,"Professional, scientific and technical services",Males,13.4
2010,Manitoba,Employment,"Professional, scientific and technical services",Females,10.8
2010,Manitoba,Employment,Educational services,Males,15.6
2010,Manitoba,Employment,Educational services,Females,31.6
2010,Manitoba,Employment,Health care and social assistance,Males,17.7
2010,Manitoba,Employment,Health care and social assistance,Females,72.4
2010,Manitoba,Employment,"Information, culture and recreation",Males,11.5
2010,Manitoba,Employment,"Information, culture and recreation",Females,10.2
2010,Saskatchewan,Employment,Goods-producing sector,Males,119.7
2010,Saskatchewan,Employment,Goods-producing sector,Females,26.3
2010,Saskatchewan,Employment,Construction,Males,39.0
2010,Saskatchewan,Employment,Construction,Females,4.7
2010,Saskatchewan,Employment,Manufacturing,Males,23.3
2010,Saskatchewan,Employment,Manufacturing,Females,6.8
2010,Saskatchewan,Employment,Services-producing sector,Males,165.3
2010,Saskatchewan,Employment,Services-producing sector,Females,219.7
2010,Saskatchewan,Employment,Transportation and warehousing,Males,19.8
2010,Saskatchewan,Employment,Transportation and warehousing,Females,5.3
2010,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,11.2
2010,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,18.6
2010,Saskatchewan,Employment,"Professional, scientific and technical services",Males,13.2
2010,Saskatchewan,Employment,"Professional, scientific and technical services",Females,9.9
2010,Saskatchewan,Employment,Educational services,Males,10.8
2010,Saskatchewan,Employment,Educational services,Females,28.3
2010,Saskatchewan,Employment,Health care and social assistance,Males,10.4
2010,Saskatchewan,Employment,Health care and social assistance,Females,57.4
2010,Saskatchewan,Employment,"Information, culture and recreation",Males,8.9
2010,Saskatchewan,Employment,"Information, culture and recreation",Females,9.7
2010,Alberta,Employment,Goods-producing sector,Males,431.8
2010,Alberta,Employment,Goods-producing sector,Females,102.4
2010,Alberta,Employment,Construction,Males,175.6
2010,Alberta,Employment,Construction,Females,24.7
2010,Alberta,Employment,Manufacturing,Males,95.6
2010,Alberta,Employment,Manufacturing,Females,29.6
2010,Alberta,Employment,Services-producing sector,Males,672.7
2010,Alberta,Employment,Services-producing sector,Females,816.8
2010,Alberta,Employment,Transportation and warehousing,Males,82.9
2010,Alberta,Employment,Transportation and warehousing,Females,24.8
2010,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,45.3
2010,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,64.9
2010,Alberta,Employment,"Professional, scientific and technical services",Males,87.1
2010,Alberta,Employment,"Professional, scientific and technical services",Females,63.3
2010,Alberta,Employment,Educational services,Males,39.7
2010,Alberta,Employment,Educational services,Females,89.1
2010,Alberta,Employment,Health care and social assistance,Males,35.8
2010,Alberta,Employment,Health care and social assistance,Females,179.8
2010,Alberta,Employment,"Information, culture and recreation",Males,40.8
2010,Alberta,Employment,"Information, culture and recreation",Females,34.7
2010,British Columbia,Employment,Goods-producing sector,Males,354.1
2010,British Columbia,Employment,Goods-producing sector,Females,82.4
2010,British Columbia,Employment,Construction,Males,177.3
2010,British Columbia,Employment,Construction,Females,21.1
2010,British Columbia,Employment,Manufacturing,Males,114.9
2010,British Columbia,Employment,Manufacturing,Females,39.7
2010,British Columbia,Employment,Services-producing sector,Males,807.2
2010,British Columbia,Employment,Services-producing sector,Females,979.3
2010,British Columbia,Employment,Transportation and warehousing,Males,89.8
2010,British Columbia,Employment,Transportation and warehousing,Females,27.9
2010,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,60.7
2010,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,79.1
2010,British Columbia,Employment,"Professional, scientific and technical services",Males,88.8
2010,British Columbia,Employment,"Professional, scientific and technical services",Females,74.3
2010,British Columbia,Employment,Educational services,Males,53.8
2010,British Columbia,Employment,Educational services,Females,98.1
2010,British Columbia,Employment,Health care and social assistance,Males,46.5
2010,British Columbia,Employment,Health care and social assistance,Females,217.3
2010,British Columbia,Employment,"Information, culture and recreation",Males,62.0
2010,British Columbia,Employment,"Information, culture and recreation",Females,50.1
2011,Newfoundland and Labrador,Employment,Goods-producing sector,Males,42.9
2011,Newfoundland and Labrador,Employment,Goods-producing sector,Females,8.0
2011,Newfoundland and Labrador,Employment,Construction,Males,17.4
2011,Newfoundland and Labrador,Employment,Construction,Females,1.8
2011,Newfoundland and Labrador,Employment,Manufacturing,Males,7.7
2011,Newfoundland and Labrador,Employment,Manufacturing,Females,3.0
2011,Newfoundland and Labrador,Employment,Services-producing sector,Males,76.0
2011,Newfoundland and Labrador,Employment,Services-producing sector,Females,105.0
2011,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,8.4
2011,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,2.8
2011,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,3.1
2011,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.5
2011,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,5.4
2011,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Females,3.7
2011,Newfoundland and Labrador,Employment,Educational services,Males,7.3
2011,Newfoundland and Labrador,Employment,Educational services,Females,11.0
2011,Newfoundland and Labrador,Employment,Health care and social assistance,Males,7.6
2011,Newfoundland and Labrador,Employment,Health care and social assistance,Females,30.2
2011,Newfoundland and Labrador,Employment,"Information, culture and recreation",Males,3.8
2011,Newfoundland and Labrador,Employment,"Information, culture and recreation",Females,3.3
2011,Prince Edward Island,Employment,Goods-producing sector,Males,14.1
2011,Prince Edward Island,Employment,Goods-producing sector,Females,3.2
2011,Prince Edward Island,Employment,Construction,Males,5.0
2011,Prince Edward Island,Employment,Construction,Females,0.3
2011,Prince Edward Island,Employment,Manufacturing,Males,3.3
2011,Prince Edward Island,Employment,Manufacturing,Females,1.5
2011,Prince Edward Island,Employment,Services-producing sector,Males,22.0
2011,Prince Edward Island,Employment,Services-producing sector,Females,32.6
2011,Prince Edward Island,Employment,Transportation and warehousing,Males,1.8
2011,Prince Edward Island,Employment,Transportation and warehousing,Females,0.4
2011,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Males,1.0
2011,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Females,1.5
2011,Prince Edward Island,Employment,"Professional, scientific and technical services",Males,1.7
2011,Prince Edward Island,Employment,"Professional, scientific and technical services",Females,1.3
2011,Prince Edward Island,Employment,Educational services,Males,2.3
2011,Prince Edward Island,Employment,Educational services,Females,4.0
2011,Prince Edward Island,Employment,Health care and social assistance,Males,1.4
2011,Prince Edward Island,Employment,Health care and social assistance,Females,7.5
2011,Prince Edward Island,Employment,"Information, culture and recreation",Males,1.3
2011,Prince Edward Island,Employment,"Information, culture and recreation",Females,1.2
2011,Nova Scotia,Employment,Goods-producing sector,Males,71.7
2011,Nova Scotia,Employment,Goods-producing sector,Females,15.4
2011,Nova Scotia,Employment,Construction,Males,29.7
2011,Nova Scotia,Employment,Construction,Females,3.2
2011,Nova Scotia,Employment,Manufacturing,Males,25.5
2011,Nova Scotia,Employment,Manufacturing,Females,7.6
2011,Nova Scotia,Employment,Services-producing sector,Males,156.2
2011,Nova Scotia,Employment,Services-producing sector,Females,209.7
2011,Nova Scotia,Employment,Transportation and warehousing,Males,15.9
2011,Nova Scotia,Employment,Transportation and warehousing,Females,4.9
2011,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,8.7
2011,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,13.8
2011,Nova Scotia,Employment,"Professional, scientific and technical services",Males,12.8
2011,Nova Scotia,Employment,"Professional, scientific and technical services",Females,9.7
2011,Nova Scotia,Employment,Educational services,Males,11.0
2011,Nova Scotia,Employment,Educational services,Females,22.1
2011,Nova Scotia,Employment,Health care and social assistance,Males,10.2
2011,Nova Scotia,Employment,Health care and social assistance,Females,58.1
2011,Nova Scotia,Employment,"Information, culture and recreation",Males,10.3
2011,Nova Scotia,Employment,"Information, culture and recreation",Females,8.9
2011,New Brunswick,Employment,Goods-producing sector,Males,66.5
2011,New Brunswick,Employment,Goods-producing sector,Females,14.2
2011,New Brunswick,Employment,Construction,Males,28.8
2011,New Brunswick,Employment,Construction,Females,1.9
2011,New Brunswick,Employment,Manufacturing,Males,23.1
2011,New Brunswick,Employment,Manufacturing,Females,8.3
2011,New Brunswick,Employment,Services-producing sector,Males,114.3
2011,New Brunswick,Employment,Services-producing sector,Females,160.4
2011,New Brunswick,Employment,Transportation and warehousing,Males,14.2
2011,New Brunswick,Employment,Transportation and warehousing,Females,4.2
2011,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,5.7
2011,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,10.2
2011,New Brunswick,Employment,"Professional, scientific and technical services",Males,8.6
2011,New Brunswick,Employment,"Professional, scientific and technical services",Females,7.0
2011,New Brunswick,Employment,Educational services,Males,8.3
2011,New Brunswick,Employment,Educational services,Females,15.1
2011,New Brunswick,Employment,Health care and social assistance,Males,8.3
2011,New Brunswick,Employment,Health care and social assistance,Females,44.1
2011,New Brunswick,Employment,"Information, culture and recreation",Males,6.4
2011,New Brunswick,Employment,"Information, culture and recreation",Females,5.3
2011,Quebec,Employment,Goods-producing sector,Males,660.8
2011,Quebec,Employment,Goods-producing sector,Females,204.9
2011,Quebec,Employment,Construction,Males,222.3
2011,Quebec,Employment,Construction,Females,27.9
2011,Quebec,Employment,Manufacturing,Males,346.2
2011,Quebec,Employment,Manufacturing,Females,145.0
2011,Quebec,Employment,Services-producing sector,Males,1422.7
2011,Quebec,Employment,Services-producing sector,Females,1687.2
2011,Quebec,Employment,Transportation and warehousing,Males,138.9
2011,Quebec,Employment,Transportation and warehousing,Females,40.2
2011,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,102.1
2011,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,125.0
2011,Quebec,Employment,"Professional, scientific and technical services",Males,176.5
2011,Quebec,Employment,"Professional, scientific and technical services",Females,124.0
2011,Quebec,Employment,Educational services,Males,93.9
2011,Quebec,Employment,Educational services,Females,170.3
2011,Quebec,Employment,Health care and social assistance,Males,96.0
2011,Quebec,Employment,Health care and social assistance,Females,421.3
2011,Quebec,Employment,"Information, culture and recreation",Males,95.4
2011,Quebec,Employment,"Information, culture and recreation",Females,76.1
2011,Ontario,Employment,Goods-producing sector,Males,1079.4
2011,Ontario,Employment,Goods-producing sector,Females,329.2
2011,Ontario,Employment,Construction,Males,405.3
2011,Ontario,Employment,Construction,Females,49.3
2011,Ontario,Employment,Manufacturing,Males,535.9
2011,Ontario,Employment,Manufacturing,Females,237.0
2011,Ontario,Employment,Services-producing sector,Males,2371.0
2011,Ontario,Employment,Services-producing sector,Females,2878.7
2011,Ontario,Employment,Transportation and warehousing,Males,239.7
2011,Ontario,Employment,Transportation and warehousing,Females,82.9
2011,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,217.9
2011,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,279.3
2011,Ontario,Employment,"Professional, scientific and technical services",Males,307.5
2011,Ontario,Employment,"Professional, scientific and technical services",Females,222.4
2011,Ontario,Employment,Educational services,Males,152.9
2011,Ontario,Employment,Educational services,Females,305.9
2011,Ontario,Employment,Health care and social assistance,Males,133.1
2011,Ontario,Employment,Health care and social assistance,Females,618.2
2011,Ontario,Employment,"Information, culture and recreation",Males,181.1
2011,Ontario,Employment,"Information, culture and recreation",Females,153.6
2011,Manitoba,Employment,Goods-producing sector,Males,115.5
2011,Manitoba,Employment,Goods-producing sector,Females,25.3
2011,Manitoba,Employment,Construction,Males,39.1
2011,Manitoba,Employment,Construction,Females,3.9
2011,Manitoba,Employment,Manufacturing,Males,45.2
2011,Manitoba,Employment,Manufacturing,Females,14.1
2011,Manitoba,Employment,Services-producing sector,Males,208.0
2011,Manitoba,Employment,Services-producing sector,Females,262.8
2011,Manitoba,Employment,Transportation and warehousing,Males,28.1
2011,Manitoba,Employment,Transportation and warehousing,Females,6.8
2011,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,14.0
2011,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,21.9
2011,Manitoba,Employment,"Professional, scientific and technical services",Males,12.7
2011,Manitoba,Employment,"Professional, scientific and technical services",Females,11.3
2011,Manitoba,Employment,Educational services,Males,16.0
2011,Manitoba,Employment,Educational services,Females,29.3
2011,Manitoba,Employment,Health care and social assistance,Males,19.9
2011,Manitoba,Employment,Health care and social assistance,Females,75.5
2011,Manitoba,Employment,"Information, culture and recreation",Males,12.0
2011,Manitoba,Employment,"Information, culture and recreation",Females,10.0
2011,Saskatchewan,Employment,Goods-producing sector,Males,120.9
2011,Saskatchewan,Employment,Goods-producing sector,Females,23.1
2011,Saskatchewan,Employment,Construction,Males,38.6
2011,Saskatchewan,Employment,Construction,Females,5.0
2011,Saskatchewan,Employment,Manufacturing,Males,23.1
2011,Saskatchewan,Employment,Manufacturing,Females,4.5
2011,Saskatchewan,Employment,Services-producing sector,Males,168.9
2011,Saskatchewan,Employment,Services-producing sector,Females,222.9
2011,Saskatchewan,Employment,Transportation and warehousing,Males,21.2
2011,Saskatchewan,Employment,Transportation and warehousing,Females,5.8
2011,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,10.9
2011,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,18.4
2011,Saskatchewan,Employment,"Professional, scientific and technical services",Males,12.4
2011,Saskatchewan,Employment,"Professional, scientific and technical services",Females,11.4
2011,Saskatchewan,Employment,Educational services,Males,12.9
2011,Saskatchewan,Employment,Educational services,Females,26.1
2011,Saskatchewan,Employment,Health care and social assistance,Males,9.2
2011,Saskatchewan,Employment,Health care and social assistance,Females,59.1
2011,Saskatchewan,Employment,"Information, culture and recreation",Males,9.4
2011,Saskatchewan,Employment,"Information, culture and recreation",Females,9.6
2011,Alberta,Employment,Goods-producing sector,Males,454.1
2011,Alberta,Employment,Goods-producing sector,Females,120.2
2011,Alberta,Employment,Construction,Males,189.1
2011,Alberta,Employment,Construction,Females,28.9
2011,Alberta,Employment,Manufacturing,Males,98.7
2011,Alberta,Employment,Manufacturing,Females,35.1
2011,Alberta,Employment,Services-producing sector,Males,694.2
2011,Alberta,Employment,Services-producing sector,Females,831.0
2011,Alberta,Employment,Transportation and warehousing,Males,85.0
2011,Alberta,Employment,Transportation and warehousing,Females,25.8
2011,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,41.7
2011,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,56.7
2011,Alberta,Employment,"Professional, scientific and technical services",Males,93.1
2011,Alberta,Employment,"Professional, scientific and technical services",Females,69.0
2011,Alberta,Employment,Educational services,Males,38.3
2011,Alberta,Employment,Educational services,Females,88.2
2011,Alberta,Employment,Health care and social assistance,Males,33.3
2011,Alberta,Employment,Health care and social assistance,Females,188.7
2011,Alberta,Employment,"Information, culture and recreation",Males,38.0
2011,Alberta,Employment,"Information, culture and recreation",Females,38.8
2011,British Columbia,Employment,Goods-producing sector,Males,346.8
2011,British Columbia,Employment,Goods-producing sector,Females,84.9
2011,British Columbia,Employment,Construction,Males,177.4
2011,British Columbia,Employment,Construction,Females,19.7
2011,British Columbia,Employment,Manufacturing,Males,112.3
2011,British Columbia,Employment,Manufacturing,Females,44.5
2011,British Columbia,Employment,Services-producing sector,Males,816.3
2011,British Columbia,Employment,Services-producing sector,Females,979.8
2011,British Columbia,Employment,Transportation and warehousing,Males,93.5
2011,British Columbia,Employment,Transportation and warehousing,Females,28.9
2011,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,62.5
2011,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,77.1
2011,British Columbia,Employment,"Professional, scientific and technical services",Males,96.5
2011,British Columbia,Employment,"Professional, scientific and technical services",Females,77.6
2011,British Columbia,Employment,Educational services,Males,53.8
2011,British Columbia,Employment,Educational services,Females,101.5
2011,British Columbia,Employment,Health care and social assistance,Males,49.3
2011,British Columbia,Employment,Health care and social assistance,Females,213.2
2011,British Columbia,Employment,"Information, culture and recreation",Males,58.7
2011,British Columbia,Employment,"Information, culture and recreation",Females,48.9
2012,Newfoundland and Labrador,Employment,Goods-producing sector,Males,44.5
2012,Newfoundland and Labrador,Employment,Goods-producing sector,Females,9.1
2012,Newfoundland and Labrador,Employment,Construction,Males,18.7
2012,Newfoundland and Labrador,Employment,Construction,Females,1.8
2012,Newfoundland and Labrador,Employment,Manufacturing,Males,8.6
2012,Newfoundland and Labrador,Employment,Manufacturing,Females,3.5
2012,Newfoundland and Labrador,Employment,Services-producing sector,Males,79.7
2012,Newfoundland and Labrador,Employment,Services-producing sector,Females,107.5
2012,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,9.1
2012,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,2.3
2012,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,3.8
2012,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.6
2012,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,6.1
2012,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Females,4.0
2012,Newfoundland and Labrador,Employment,Educational services,Males,7.0
2012,Newfoundland and Labrador,Employment,Educational services,Females,11.6
2012,Newfoundland and Labrador,Employment,Health care and social assistance,Males,7.4
2012,Newfoundland and Labrador,Employment,Health care and social assistance,Females,31.6
2012,Newfoundland and Labrador,Employment,"Information, culture and recreation",Males,4.3
2012,Newfoundland and Labrador,Employment,"Information, culture and recreation",Females,2.9
2012,Prince Edward Island,Employment,Goods-producing sector,Males,14.4
2012,Prince Edward Island,Employment,Goods-producing sector,Females,3.4
2012,Prince Edward Island,Employment,Construction,Males,4.8
2012,Prince Edward Island,Employment,Construction,Females,0.4
2012,Prince Edward Island,Employment,Manufacturing,Males,3.4
2012,Prince Edward Island,Employment,Manufacturing,Females,1.6
2012,Prince Edward Island,Employment,Services-producing sector,Males,22.2
2012,Prince Edward Island,Employment,Services-producing sector,Females,33.1
2012,Prince Edward Island,Employment,Transportation and warehousing,Males,2.0
2012,Prince Edward Island,Employment,Transportation and warehousing,Females,0.7
2012,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Males,1.1
2012,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Females,1.2
2012,Prince Edward Island,Employment,"Professional, scientific and technical services",Males,1.9
2012,Prince Edward Island,Employment,"Professional, scientific and technical services",Females,1.4
2012,Prince Edward Island,Employment,Educational services,Males,1.9
2012,Prince Edward Island,Employment,Educational services,Females,3.7
2012,Prince Edward Island,Employment,Health care and social assistance,Males,1.4
2012,Prince Edward Island,Employment,Health care and social assistance,Females,8.6
2012,Prince Edward Island,Employment,"Information, culture and recreation",Males,1.3
2012,Prince Edward Island,Employment,"Information, culture and recreation",Females,1.1
2012,Nova Scotia,Employment,Goods-producing sector,Males,71.1
2012,Nova Scotia,Employment,Goods-producing sector,Females,15.4
2012,Nova Scotia,Employment,Construction,Males,29.0
2012,Nova Scotia,Employment,Construction,Females,3.3
2012,Nova Scotia,Employment,Manufacturing,Males,24.7
2012,Nova Scotia,Employment,Manufacturing,Females,8.1
2012,Nova Scotia,Employment,Services-producing sector,Males,158.2
2012,Nova Scotia,Employment,Services-producing sector,Females,212.9
2012,Nova Scotia,Employment,Transportation and warehousing,Males,16.1
2012,Nova Scotia,Employment,Transportation and warehousing,Females,4.8
2012,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,9.0
2012,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,12.8
2012,Nova Scotia,Employment,"Professional, scientific and technical services",Males,14.0
2012,Nova Scotia,Employment,"Professional, scientific and technical services",Females,9.9
2012,Nova Scotia,Employment,Educational services,Males,12.0
2012,Nova Scotia,Employment,Educational services,Females,23.6
2012,Nova Scotia,Employment,Health care and social assistance,Males,11.0
2012,Nova Scotia,Employment,Health care and social assistance,Females,59.6
2012,Nova Scotia,Employment,"Information, culture and recreation",Males,10.8
2012,Nova Scotia,Employment,"Information, culture and recreation",Females,8.9
2012,New Brunswick,Employment,Goods-producing sector,Males,62.1
2012,New Brunswick,Employment,Goods-producing sector,Females,13.6
2012,New Brunswick,Employment,Construction,Males,25.2
2012,New Brunswick,Employment,Construction,Females,2.2
2012,New Brunswick,Employment,Manufacturing,Males,21.0
2012,New Brunswick,Employment,Manufacturing,Females,7.6
2012,New Brunswick,Employment,Services-producing sector,Males,117.3
2012,New Brunswick,Employment,Services-producing sector,Females,160.1
2012,New Brunswick,Employment,Transportation and warehousing,Males,13.7
2012,New Brunswick,Employment,Transportation and warehousing,Females,4.5
2012,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,6.4
2012,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,9.6
2012,New Brunswick,Employment,"Professional, scientific and technical services",Males,7.7
2012,New Brunswick,Employment,"Professional, scientific and technical services",Females,7.5
2012,New Brunswick,Employment,Educational services,Males,8.0
2012,New Brunswick,Employment,Educational services,Females,17.1
2012,New Brunswick,Employment,Health care and social assistance,Males,8.2
2012,New Brunswick,Employment,Health care and social assistance,Females,45.5
2012,New Brunswick,Employment,"Information, culture and recreation",Males,6.2
2012,New Brunswick,Employment,"Information, culture and recreation",Females,5.7
2012,Quebec,Employment,Goods-producing sector,Males,672.4
2012,Quebec,Employment,Goods-producing sector,Females,197.9
2012,Quebec,Employment,Construction,Males,224.6
2012,Quebec,Employment,Construction,Females,27.3
2012,Quebec,Employment,Manufacturing,Males,357.4
2012,Quebec,Employment,Manufacturing,Females,139.8
2012,Quebec,Employment,Services-producing sector,Males,1420.4
2012,Quebec,Employment,Services-producing sector,Females,1715.3
2012,Quebec,Employment,Transportation and warehousing,Males,141.7
2012,Quebec,Employment,Transportation and warehousing,Females,38.8
2012,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,95.9
2012,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,124.6
2012,Quebec,Employment,"Professional, scientific and technical services",Males,174.7
2012,Quebec,Employment,"Professional, scientific and technical services",Females,126.9
2012,Quebec,Employment,Educational services,Males,95.2
2012,Quebec,Employment,Educational services,Females,185.3
2012,Quebec,Employment,Health care and social assistance,Males,92.2
2012,Quebec,Employment,Health care and social assistance,Females,434.2
2012,Quebec,Employment,"Information, culture and recreation",Males,102.3
2012,Quebec,Employment,"Information, culture and recreation",Females,74.6
2012,Ontario,Employment,Goods-producing sector,Males,1088.9
2012,Ontario,Employment,Goods-producing sector,Females,326.5
2012,Ontario,Employment,Construction,Males,406.6
2012,Ontario,Employment,Construction,Females,51.8
